Metrics,Loss
ACC:0.8949 F1:0.8719 REC:0.8726 PRE:0.8734,0.13275435276147796
ACC:0.9907 F1:0.9886 REC:0.9881 PRE:0.9890,0.23654442007948712
ACC:0.9923 F1:0.9917 REC:0.9917 PRE:0.9917,0.25596878136985185
ACC:0.9552 F1:0.9459 REC:0.9471 PRE:0.9448,0.1823894112575345
