Metrics,Loss
ACC:0.8323 F1:0.8029 REC:0.8037 PRE:0.8027,0.13565723707036273
ACC:0.7543 F1:0.7022 REC:0.6985 PRE:0.7090,0.16536509772626365
ACC:0.6368 F1:0.5141 REC:0.5155 PRE:0.5772,0.1984319170800651
ACC:1.0000 F1:1.0000 REC:1.0000 PRE:1.0000,0.24812852609448316
ACC:0.9838 F1:0.9795 REC:0.9800 PRE:0.9790,0.18182679429286863
